Title,Year,Genre,Synopsis,IMDb id
Made in Israel,NA,"Crime, Drama","Nati Ornan, an unknown musician and failed lover, lives in a grey world. During the day he is a genuine loser who lives with his mother and plays the part of a vacuum cleaner in a ...                See full summary »",0290238
A Bottle in the Gaza Sea,NA,Sci-Fi,"Deals with violence that exists in Israeli society, through a chance meeting between a man and a woman who go on to develop a complex and anti-social relationship.",2082496
The Life and Death of Gotel Botel,NA,"Action, Biography, Drama","Lior (Roni Weisman), an aspiring journalist lives her life in chaos. The coffee can in her cabinet changes brands, her toothbrush switches color and her dreams of faraway places become ...                See full summary »",1339554
Underdogs,NA,"Comedy, Drama","This is a fascinating based on a true story of bravery, brotherhood and the complex reality of war and terrorism. The attack on ""Worshippers Alley"" occurred Saturday night, 15 November 2002...                See full summary »",7031940
Free Diving,NA,"Comedy, Drama","While waiting to check into prison, lawyer Mickey Kohl attempts to finalize the details of a break in a case he lost. Based on the highly acclaimed play by Joshua Sobol, ""Mr. Kohl's Final ...                See full summary »",4548558
The Alley,NA,"Romance, Comedy",Slice-of-life look at the lives of twelve people who live or work in the same apartment complex in Tel Aviv.,5439790
Mr. Kohl's Final Hour,NA,"Comedy, Drama, History","The Gulf War, January 1991. Talila Katz, a yuppie Tel Avivian creative director at an ad agency falls in love with clumsy food engineer Noah Ne'eman. The war, with its Scud missiles ...                See full summary »",7430972
Alila,NA,Drama,"The year is 1983 and Yaakov Cohen, the owner of a Jerusalem printing press, is tired from being pushed around. It seems that he was born on the wrong side, with the wrong family name and in...                See full summary »",0349079
The Song of the Siren,NA,Drama,"Yoel, a meticulous historian leading a significant debate against holocaust deniers, discovers that his mother carries a false identity. A mystery about a man who is willing to risk everything to discover the truth.",0111171
The Unorthodox,NA,"Comedy, Drama",Iconic performer Marlene Dietrich and a young female journalist who survived the Holocaust reconcile with their pasts while falling in love in 1960 Israel.,8657696
The Testament,NA,"Drama, Mystery","The Electrifiers won the 1984 Best New Artist Award for a smash hit which no one remembers, and have been stuck in traffic on the fast track to international stardom ever since. Thirty ...                See full summary »",6856132
Lili Marlene,NA,Drama,"It took the letter 28 years to arrive from Berlin, East Germany to Tel-Aviv, Israel. But what troubles Menachem is the content of the letter. He's afraid to find out what the brother he ...                See full summary »",15045030
The Electrifiers,NA,Drama,"An Israeli law student puts himself through school by donating sperm. When he is injured and becomes impotent, he becomes obsessed about fathering children and searches for the woman who was the last recipient of his donated sperm.",11115532
A Letter from the Past,NA,"Drama, Family, Sport","Two Palestinian lovers, parted during the 60s when he is imprisoned for resisting the Israeli occupation and she sorrowfully emigrates to the US, come together again in Jerusalem some 18 ...                See full summary »",2517110
Two Heartbeats,NA,Drama,"Yonatan, Michal's dad, turned orthodox and left her family when she was very yang. 7 years later, when he appears at her mother's funeral, all the anger and tensions in the family are ...                See full summary »",0142846
Le cantique des pierres,NA,"Comedy, Drama, Sport","Based on Yehudit Katzir's novel Schalffstunde, the film presents the unusual love story between a 15 year old girl and her 15 year old cousin who lives in the United States. The two met ...                See full summary »",0175512
Abba Shahor Lavan,NA,Drama,"Shimshon is the divorced father of 10-year-old Roni, and the worst player on his pro basketball team. In response to his ex-wife's taunts, he finds within himself the ability to achieve the impossible - both on and off the court.",0358347
Family Secrets,NA,"Drama, War",Add a Plot,0163262
Magic Samson,NA,"Adventure, Comedy, Drama","An Israeli mother desperate to defend her family during the Second Intifada, Locks them in the house for one long weekend.",0151531
The Glow,NA,Comedy,"Three friends and couples, mainly Diego, David and Jonathan who will meet with Deborah, Amanda and Angela in their twenties and thirties, want to be filmmakers but are facing with the ...                See full summary »",0293720
Present Continuous,NA,Drama,Sasson works as a greengrocer in the market. He is well known to all around. He has a fair with a healthy lady. One day he is falling in love with a young student who's friend cheating on her.,2382050
White Chocolate,NA,Drama,"Based on a true story from the director (Naomi Haklai Shachar), ""Between the Pieces of Life"" follows Emuna (Adi Ben Ezra) who lived on the street for several years after escaping her home, ...                See full summary »",1344335
Only Today,NA,"Drama, Sport",Tami wants her old life back after taking her paralyzed son to home care.,0144567
Between the Pieces of Life,NA,Drama,"It's wartime 1942, and hapless entrepreneur Yaakov Gendelmayer has an idea for a morale-boosting publicity stunt: bring Jewish former heavyweight boxer Max Baer to Palestine to fight a ...                See full summary »",20517530
Planted,NA,Drama,"After years at sea, Aaron returns to the port of Ashdod in the hopes of winning back his family, but he soon realizes that life on land is more complicated than he thought.",10118092
Max Baer's Last Right Hook,NA,Drama,"This is a story of a relationship between three men: Amin, a Palestinian nationalist; Joseph, an Israeli peacenik; and Colonel Shalit, a right-wing Israeli intelligence officer.",1059811
Homeport,NA,Comedy,Add a Plot,5106396
Streets of Yesterday,NA,"Action, Drama, Crime","Amitz Dolniker, an Israeli politician who speaks way to much has a heart attack in the middle of his speech. In the ambulance on the way to the hospital the doctor orders him to ""go ...                See full summary »",0144577
Bruriah,NA,"Drama, Musical",Add a Plot,5701256
The Fox in the Chicken Coop,NA,"Comedy, Drama",Add a Plot,0078261
The Belly Dancer,NA,Drama,"Fifty Fifty is a comedy that takes place in Tel Aviv during the early 70's. Grossman is a bakery owner who wins the lottery, however, he holds only half of the winning ticket. The other ...                See full summary »",0370893
A Bit of Luck,NA,"Animation, Comedy, Drama","The life of an aging man who earns a living by cutting off water lines for citizens in dept, and he's the relationship with his older son.",0143941
Fifty Fifty,NA,"Comedy, Drama",Add a Plot,0133856
The Amlash Enchanted Forest,NA,"Comedy, Mystery, Romance","The story of a soccer team, respectable families, a corrupt night club owner, and a young lad to guide all to a happy ending.",0143286
"Fish, Football and Girls",NA,Comedy,"It's more dificult to love than to be bewitched. The film has as it's central theme the loving separation, but the consequences of this separation are attributed to occult forces that ...                See full summary »",0144606
Bewitched,NA,"Comedy, Drama","After The Release Of The First Movie BlackSmile Got His Vacation And The Way He Want To Return Is Making A Sequel Which Will End His Nightmare Once And For All, With The Same Way The First Movie Went.",9716728
49KG of Content 2,NA,Drama,"Three youngsters invent a "" make good"" application and have to deal with money and success",19406940
Gesta,NA,Drama,The ex-lover of a middle class woman appears on her birthday after 20 years. Both the mother and the daughter are romantically attracted to him.,6511244
First Love,NA,Drama,Add a Plot,0133342
Beach Boys,NA,Drama,"Aya, who's waiting for her husband at the airport, picks up a complete stranger instead and drives him to his hotel. The stranger disappears, but leaves Aya with the key to his room, and the question how far she'll go to recreate intimacy.",0143761
Dead Language,NA,Comedy,"Adapted from Yoram Kaniuk's best-selling novel, this heart-rending love story unfolds during the siege of Jerusalem in 1948. A young and beautiful volunteer nurse is drawn to the enigmatic ...                See full summary »",12839450
"Himmo, King of Jerusalem",NA,"Drama, History",Add a Plot,0093192
Scratch,NA,Drama,Based on the Yemenite Children Affair.,2239012
The Voice of Hope,NA,Drama,Eight young Israelis find themselves at a life's crossroads. Their common ground is being out of place in their surroundings and they all long for a sense of wholeness and integrity which ...                See full summary »,0143987
Mymym,NA,Drama,A strikingly intelligent and beautiful Jewish girl is plucked from obscurity and crowned queen of Persia.,0497641
The Orphan Queen,NA,Drama,"Chronicle of a Jewish family during and after the Shoah in Poland. Lives filled with suffering and cries. How to survive in a hostile country, where Jew's are tracked down, sold and murdered.",8163406
Goscinnosc Hospitality,NA,Drama,"Peter, freshly widowed at 60, is looking for a new relationship. His son, Rami, finds solace in smoking weed. Peter meets 50 year old Noga, who has a daughter named Nelly. We watch the relationships unfold between the four characters.",10009218
Odds or Evens,NA,Drama,Add a Plot,11300390
Six Million Pieces,NA,Comedy,Add a Plot,2210979
Saturday of the Groom,NA,"Family, Music","Depressive Johan turns 30 and wants to die. Instead, he is chosen out of his German university classmates to go to Israel on a student exchange program. Ruth, an Israeli music student, ...                See full summary »",0158185
The Soft German,NA,Drama,Add a Plot,3907264
Festival Shirei Yeladim,NA,"Action, Comedy, Drama",Add a Plot,0133762
Itach Lanetzach,NA,Drama,"The winner of the 1995 Jerusalem Film Festival, this political thriller centers on a young hero who returns to Israel from Berlin to ostensibly attend the funeral of his father, a convicted...                See full summary »",0157839
Under Western Eyes,NA,Comedy,Add a Plot,0116857
Where Eagles Fly,NA,Drama,Four weeks of basic training for girls in the IDF: seven girls and two sergeants from different backgrounds.,0100922
Girls,NA,Drama,Add a Plot,0133399
Black Light,NA,Drama,"A story of tragedy, hope and joy- a journalist's extraordinary experience in the West Bank near the security wall dividing Arab and Jewish land, as he befriends a silent young Arab boy- ...                See full summary »",1541638
The Kites Are Flying!,NA,Drama,Add a Plot,6857094
The Marzipan Woman,NA,Drama,Add a Plot,0143626
Golden Key,NA,"Drama, Mystery",Add a Plot,0148440
Ipui Koach,NA,Drama,"Ya'ara, 24 years old, is attractive, independent, confident and intelligent, and she has just begun her PhD in Mathematics at Princeton University. Ya'ara is blind. When she hears of her ...                See full summary »",0151074
Overdose,NA,Comedy,"A young soldier is being treated very harshly by his commanding lieutenant. Just before they will be sent to Lebanon, their battalion gets one day off to relax in Jerusalem. There the ...                See full summary »",0151533
Lemarit Ain,NA,Drama,Add a Plot,0759604
Time Off,NA,"Drama, Thriller","""The Pain Behind The Eyes"" is the story of the country's greatest film producer whose film wins at the Cannes Film festival. However, after two years of struggling through the corona virus ...                See full summary »",0098993
Save the Lifeguard,NA,Drama,Add a Plot,0121345
The pain behind the eyes,NA,"Drama, War",Add a Plot,15361650
Forced Testimony,NA,Drama,"During the Six-Day War, an Israeli pilot, hoping to bring peace to his country, fly his plane towards Egypt to hopefully commiserate with Abdel Nasser. Shot down en route, he finds himself halfway between the Egyptian and Israeli armies.",0133729
El Dorado,NA,"Comedy, Drama","A young woman returns to her hometown following the death of her grandfather, and begins an affair with a married teacher in the debut feature from Israeli filmmaker Limor Shmila. Powerful ...                See full summary »",0057025
Every Bastard a King,NA,Drama,A family in the 80s with five kids get into a crisis when twin brothers fall in love with the same girl.,0062947
Montana,NA,"Adventure, Drama","Is today's fanaticism tomorrow's policy? In a West Bank settlement, Rabbi Meltzer has a grand design: he's building a movement ""to pray at the Temple Mount."" His yeshiva has scholars, and ...                See full summary »",5261190
Lost Islands,NA,Drama,"Through the streets of Jerusalem two teenagers' stories will unite to tell the summer adventure of their lives. Tamar is an amazingly talented but very quiet and insecure girl, who leaves ...                See full summary »",1210351
Time of Favor,NA,Drama,"A drama inspired by the best-selling autobiography ""Why Me"" by Jacob Damkani. ""A New Spirit"" tells the story of two brothers, Jacob and Shmuel, who grew up in a poor, traditional Jewish ...                See full summary »",0268696
Someone to Run With,NA,Drama,"Set in a war-torn village in Czechoslovakia, the story centers on a strong Jewish woman who enters into marriage with a man she dislikes believing it will save her from deportation to a labor camp.",0834955
A New Spirit,NA,Drama,"A story about the life of Sagi Dash, a legendery guitar player.",7398716
The 17th Bride,NA,"Drama, Thriller","A father and his daughter, during the 2006 war between Israel and Lebanon.",0091926
Ana Arabia,NA,"Drama, Thriller","One night. One apartment. One missing person. Rami takes his dog on a walk and does not return. He disappeared. His wife, Shir, is clueless as to his whereabouts. Different people come in ...                See full summary »",3092086
Off-White Lies,NA,Drama,"Upon arriving Israel on her first foreign assignment, American photojournalist Faye Milano is greeted by David, an Israeli officer and writer who's also the nephew of Jerusalem's mayor.",1981675
The Man in the Wall,NA,Drama,This human drama centers around two loner Russian soldiers who are caught smuggling arms and consequently arrested. The two characters do not want to lose their honor as soldiers even ...                See full summary »,4029356
Double Edge,NA,Drama,"A young officer returns to his base after a daring mission. The cook's assistant, a religious Holocaust survivor, is envious of him. He believes that there is a place in heaven reserved for...                See full summary »",0104131
The Loners,NA,Drama,"A diabolical tale of romance, murder, and mistaken identity as a treacherous terrorist organization hunts an enemy agent with the intention of killing him, but instead they set their sights...                See full summary »",1455618
A Place in Heaven,NA,"Adventure, Comedy","The story of one woman's personal battle for acceptance, but also a portrait of a political movement that has forever affected millions of lives in the Middle East.",2960994
The Spy Who Never Was,NA,Drama,"Avram, an Hassadic hippie; Hassan, an Arab inventor; and Tex, a nonchalant Jew, with so different backgrounds and characters, share a liberal view about sexuality. In a world abiding by the...                See full summary »",0070812
Campfire,NA,"Drama, Romance",13 year-old Alex pulls a cruel trick on an old woman in order to be accepted to the group of children. This leads to an unusual bond between the young man and the woman.,0374036
Ha-Banana Hashehora,NA,"Action, Biography, Drama",A love story in Israel in the 80's about an Arabic woman and a newcomer from Russia.,0143124
Alex,NA,Drama,Add a Plot,0441837
A Trumpet in the Wadi,NA,Drama,"Lolek suffers from alzheimer's disease. He is surrounded by his long term lover who lives next door, his depressed son, beloved granddaughter and his faithful wife, Martha. The surprising ...                See full summary »",0298358
Snow of My Memory,NA,Comedy,Add a Plot,2651008
Alaska,NA,"Adventure, Family",Add a Plot,8040482
Boche BaGeshem,NA,Drama,"The film is based on the most popular series of pocket books, ever written in Israel (over a million copies sold). The story takes place in Israel of the 1940's, when the Israel was part of...                See full summary »",8310632
Ha-Diber Ha-11,NA,"Drama, Music, Romance",Add a Plot,0072879
Hasamba Ve-Shodedey Ha-Susim,NA,NA,"Lily is looking for a hero for her new novel. When she finds Nino, a romantic street artist by day and a peeping tom by night, she decides to seduce him and turn him into the subject of her...                See full summary »",0832516
Yaldei Kenyon Hazahav,NA,Drama,Add a Plot,0135711
Yoter Ity Mi'Lev,NA,"Drama, Thriller",An excursion trip gone wrong once a group of friends get stuck on a mountain. Their historical pasts begin to unfold into unsettling situations once they open up to the village people.,2318773
Du-Krav,NA,Drama,"On the day he is released from prison, Yisarael appears on the doorstep of the woman whose life he had changed. A weird relationship develops between the two.",0133724
Tikvah,NA,Drama,Add a Plot,19050418
Dangerous Acts,NA,Drama,Add a Plot,0163595
Z'man Emet,NA,Comedy,"Rabbi Kuni Lemle has just finished a Torah and is going to donate it to a congregation in Cairo. In exchange for the Torah scroll, the congregation in Cairo will give Kuni's congregation ...                See full summary »",0102763
Coffee with Lemon,NA,Drama,"A black comedy about breastfeeding, motherhood and femininity in a post socialist world.",0110226
Kuni Leml in Cairo,NA,Drama,"A hardworking Israeli auto garage owner wants his two sons to get a college education, but the one supposedly studying medicine in New York returns home as a hippie freak and with a girl ...                See full summary »",0151269
Milk,NA,Drama,"Renowned Israeli filmmaker and actress Michal Bat-Adam produced, wrote, and directed this intriguing tale of romantic obsession in present-day Tel Aviv. The beautiful Michal Zuaratz stars ...                See full summary »",12753464
A Crazy Dad,NA,Drama,Named after the hot desert wind that periodically blows through the Middle East sending temperatures and tempers soaring to potentially explosive heights. Set in an old farming village in ...                See full summary »,0147495
Love at Second Sight,NA,Comedy,"Marzipan Flowers tells the story of Hadas, 48, a woman living in a southern Israeli kibbutz. After her husband is killed in a freakish accident, she is scrutinized by fellow kibbutz members...                See full summary »",0162843
Eastern Wind,NA,Drama,A prank film which first half takes place in Israel highlighted by buxom Danuta's quick yet rare mainstream topless shots. The second and sexually unrevealing half of the film takes Danuta and the crew to South Africa.,0084047
Marzipan Flowers,NA,Drama,"Realistic Drama. Omri, a young soldier, was injured in a military operation. His loving family and loyal friends are fighting to bring him back to life. They all go through emotional, funny...                See full summary »",3842994
Nipagesh Bachof,NA,Drama,Add a Plot,0177045
Good Morning Son,NA,Drama,Add a Plot,9046516
The Babysitter,NA,Drama,"Henry, an equipment manager in a film school, makes up his mind to make a movie, now or never. For the starring role he selects his own 13-year-old boy, Ami. Ami is a talented mimic, who ...                See full summary »",0143739
Vice Versa,NA,"Drama, Romance","A young actress, trying to become part of the glamorous movie industry, becomes a heavy drug addict - destroying her career, life and family. One of the first Israeli films to deal with the...                See full summary »",14859454
On a Clear Day You Can See Damascus,NA,Drama,Add a Plot,0133391
Henry's Dream,NA,"Comedy, Crime, Drama",Add a Plot,0380414
HaMalchin HaAlmoni,NA,Drama,"Hezi, a foot soldier in an organized crime organization, and Nina, girlfriend of the big boss, set off together on a yacht, on a drug smuggling mission. Hezi wants to get home as quickly as...                See full summary »",8362832
I Had a Wonderful Childhood,NA,Drama,"Shaul and Rami are best friends, 40 years old. Both are in unhappy marriages, but Rami has found comfort in the arms of a Russian immigrant with whom he's having an affair.",6230450
The Survivor,NA,"Drama, Music",Add a Plot,3112432
A Brief History of Love,NA,"Drama, Family",Add a Plot,0135503
For the Sake of the Dog,NA,NA,"A group of children embrace an eccentric old man, and working together, build a ship on a rooftop.",0148863
Morning Star,NA,NA,Add a Plot,0151236
Dreamboat,NA,"Drama, War",Add a Plot,0058699
Angesichts der Wälder,NA,"Adventure, Comedy","A month after the end of Yom Kippur war David faced with the absence of his childhood friend, a tank crew member who disappeared during the war.",0106282
Visions of the Holy Land,NA,Drama,"At the age of 18, at his birthday party, Udi experienced the trauma of his life. His childhood sweetheart, Raphaela, leaves him and kisses his brother Lior who is a year younger than him ...                See full summary »",0146343
InSight,NA,Comedy,Add a Plot,5586694
The Ring's Journey,NA,Comedy,Add a Plot,12849978
Agadat Ha'ish Sheshatak,NA,Comedy,Add a Plot,0171468
Four Weddings and a Terrorist Attack,NA,Drama,"Shimi Shimon is a guy in his 30'ths, a dreamer and a small underdog gambler that owes a lot of money to the neighborhood Mafia & main gambler . one day he decides to establish a soccer team for children to find the next rising star like ""Yossi Benayun"" and sell him to a big club, a course that will solve all of his problems.",13644038
Not a Word to Morgenstein,NA,"Family, Musical","In the heart of Tel-Aviv's Neve Tzedek neighborhood stands an old house that operates as a shelter for youth from broken homes. Jackie, a young man who finds himself running the shelter ...                See full summary »",0133340
Ha-Proyect Shel Piter Shmychel,NA,Drama,Add a Plot,0834580
Children of Nobody,NA,"Comedy, Drama",Add a Plot,12612112
Milk & Honey,NA,Drama,"The Simhon family was a radio show on Army Radio in the 1960's. The show was broadcast three times a week in 10 minutes each. In 1964, this film adaptation was produced.",8546902
Chozeh Ahavah,NA,Drama,Add a Plot,0133866
The Simhon Family,NA,"Comedy, Drama",Urban Odyssey one night in Tel Aviv.,0137110
Chaver VeAch 2,NA,Drama,Add a Plot,8314460
Hoze Lech Brach,NA,"Crime, Drama",Add a Plot,5566984
Sabina,NA,Drama,Add a Plot,0138071
On My Own,NA,"Comedy, Drama, Sci-Fi","Matan is a young and idealistic teacher, but his students are not convinced. He wanted his lessons to be different, but he cannot seem to find the right path. Matan insists on preparing his...                See full summary »",0146670
The Last Suspect,NA,Drama,"The unexpected meeting of a New-York therapist, obsessed with order and conformity, with a young woman possessing supernatural powers.",2495226
Unseen,NA,"Comedy, History","Three children from the West Bank are smuggled into Israel, arriving at the doorstep of George and Rita's house in Jaffa. Their mother is dead, and their father has been sentenced for life....                See full summary »",10230288
Places,NA,Drama,"When ancient Sodom is doomed to destruction due to its people's corrupt ways, Lot is the only righteous man destined to be spared.",1116812
The Dead of Jaffa,NA,"Adventure, Family","Boaz, a reserve soldier returns from the battlefield and becomes involved in editing a memorial album dedicated to a friend who was killed before his eyes. He becomes increasingly involved ...                See full summary »",10660366
This Is Sodom,NA,"Comedy, Drama",An estranged father and son are brought together by a young crane named Karl as they trace a family of the birds on their migratory journey from Russia to Africa.,1675197
The Vulture,NA,Drama,"Franny is 7 years old. Franny's mother's new boyfriend is 26 year old Nico.To be with Franny's Mom, Nico has to win Franny's heart. Nico is trying to be a film maker but couldn't even ...                See full summary »",0083604
Igor & the Cranes' Journey,NA,"Drama, History, Thriller",Add a Plot,1906396
10% My Child,NA,"Comedy, Drama","A genre-bending thriller with elements of spaghetti westerns, war movies, romantic comedies and silent movies set in British-ruled Palestine in 1946.",2339406
August Snow,NA,"Drama, Sport",Add a Plot,0143876
Max and Morris,NA,Drama,"Playoff tells the story of legendary Israeli basketball coach Ralph Klein. He became a national hero, when he made Maccabi Tel Aviv into European Champions in the late Seventies, one of ...                See full summary »",0126417
Once Upon a Time in Palestine,NA,"Comedy, Crime, Music","THE FIRST ISRAELI COVID-19 FEATURE FILM MADE DURING THE PANDEMIC Josh is a film director who is on the verge of his career, stuck with a film for eight years and unable to finish it. His ...                See full summary »",6908042
Tell Me That You Love Me,NA,"Action, Thriller",Add a Plot,0086422
Playoff,NA,Drama,Terrorist Palestine organization hijacks a jet.,1632722
Obsession,NA,"Comedy, Drama, Musical",Add a Plot,13091508
A.K.A Nadia,NA,Drama,"Topele recreates in loving detail the economically poor but culturally rich world of the ""shtedtl"" or small town, with its bustling marketplace, muddy duck pond, and vodka-guzzling police ...                See full summary »",3570012
Operation Black September,NA,Drama,A unique Israeli/Palestinian cooperation.,0487721
Melanoma My Love,NA,Comedy,"Maya (Netta Shpigelman) is a happily married mother of two. She is a successful choreographer, and everything seems to be perfect, but this life is a lie. Unbeknownst to her family, and everyone around her, she has a hidden past.",0856092
Topele,NA,"Drama, Romance",Add a Plot,0139492
Water,NA,Fantasy,"Yoel and Ewa are long married. One day, Yoel learns to his surprise that he owns property and that one of the tenants knows Ewa well. As he tries to solve the mystery, his life changes forever.",2390250
Finita La Commedia,NA,Drama,Add a Plot,9357908
Eva,NA,"Adventure, Drama, Romance",An American soldier is wounded in Israel and slowly begins to lose his sight while hospitalized.,5143826
Trailer WoW Movie I - The Battle of Hillsbrad,NA,"Drama, Romance",The challenges of Uriel Goldstein a Jewish man in the Nazi Germany and a mexican artist Luciano in Berlin waging a symbolic battle between ideologies of our time.,19811474
Neither by Day Nor by Night,NA,Drama,"Zaya"" is based on a true story that took place in Morocco in the 30s-40s The film tells the tragic story of the love and fate of a Jewish girl, Zaya, who grew up amongst the strict Berber ...                See full summary »",0068995
Ecliptica Welcome Mexico,NA,"Romance, Drama",Add a Plot,2925892
Zaya,NA,Drama,Based on a short story by Yaakov Shabtai.,0278828
Final Exams,NA,Drama,A story of two men in the old part of Haifa. Both are walking up and down the mountain in opposing directions. This setting provides a philosophical panorama on the condition of the ...                See full summary »,0085541
Uncle Peretz Takes Off,NA,Drama,"The spy saga about the family, freedom, dedication and betrayal. Young Jewish girl Shiryn is taking an oversea flight to search for her mother Rita that 20 years ago was forced to leave her and flee Iranian regime.",0176659
The End of Milton Levy,NA,Drama,Don't Forget Me is a dark comedy about the need to be out of your mind in order to fall madly in love.,0146281
Afterthought,NA,Drama,"Palestinian testimonies collected after the second Intifada revealed a harsh daily life reality that, for Israelis, had always belonged to the ""others"" - the Palestinians - and hence was ...                See full summary »",4614560
Silent Game,NA,Drama,Add a Plot,21105604
Don't Forget Me,NA,"Drama, Sport","Isaac, a young yeshiva student, is an only child to born again orthodox parents. Trapped in a dysfunctional family and a failing body, Isaac finds refuge in wandering. Tormented by his ...                See full summary »",7679200
Edut,NA,"Drama, Sport","In the 1990's a million former USSR Jews arrived in Israel. The immigrants were despised by the local population who feared their 'invasion'. While many embraced the Israeli lifestyle, ...                See full summary »",2051984
The Embryo Who Came in from the Cold,NA,"Animation, Adventure, Comedy","An Israeli sports journalist befriends an American basketball pro playing in Israel. Although from very different backgrounds, their love for the game deepens their friendship. Each learns to value the other's culture.",2006291
The Wanderer,NA,Drama,5 IVF embryos embark on a journey to find their mother.,1646969
White Panther,NA,Drama,Young Palestinian ends up in a hospital after the bomb he set to explode during a party for the Israelis explodes before he leaves. Sympathetic physician tries to convince him to give up on his destructive ways while he still can.,2614342
American Citizen,NA,"Comedy, Drama, Sport","Aviva, a hard-working hotel cook in the northern Israeli town of Tiberias, is on the brink of finally fulfilling her lifelong dream. For years she kept her remarkable writing abilities ...                See full summary »",0104219
The Road to Where,NA,"Comedy, Romance","The Israeli-Palestinian conflict has lasted 100 years. 100 years of war, bloodshed, bitterness, suffering. 100 years of stalemate, intransigence and failed peace deals. And now, it's all ...                See full summary »",6126442
Children of Rage,NA,Drama,"Dan Freilich (30), a handsome and dozy nerd, was sure that his life were all planned out for the next 50 years. pretty soon he was also supposed to get married, to his high school sweetheart. That's all you need, isn't it? Apparently not.",0072778
"Aviva, My Love",NA,Drama,"Israel 1948. A house by the sea in Jaffa, from which Palestinian families have had to flee in haste, becomes the home of Jewish survivors who managed to escape the inferno in Europe. Out of...                See full summary »",0833422
The 90 Minute War,NA,History,"Charlie tries to clean himself off drugs, with the help of his prison cell mate Shlomo. Althou coming from different background they manage to build a true friendship.",4967126
And Then She Arrived,NA,Drama,"Excerpts from six hours of interviews with Ben Gurion, his friends, family, and also detractors, reconstructing important landmarks from his life.",7196880
White Night,NA,"Drama, Animation",Cafe Tales is the story of five Israeli men and their efforts to save a local cafe from demolition. The film addresses in a comical and usually edgy way the ironies of fate and the ...                See full synopsis »,0116843
42:6 - Ben Gurion,NA,Drama,Add a Plot,0149563
Sipuray Bate Kafe',NA,Drama,"A love story between Rahma, her husband Robert, and the ghost of Rahma's beautiful sister Mary. Mary died from the pain of banishment, because she chose an Arab.",0386041
Joseph the Dreamer,NA,"Drama, History, War","A successful lawyer (Ashkenazi), who has traumatic memories from his army service, is testifying against his best friend from his unit. His wife, a social-worker (Zorer), is trying to save a poor family named Siton (Garti and Adika). The couple's life collapses when the wife get raped by a gang (lead by Abutbul).",0056125
My Lovely Sister,NA,"Action, Drama, War","The testament of a former concentration camp prisoner confronts and turns the lives of two young people from different worlds around, shedding light on the tragic history of their family.",1980315
Wild Dogs,NA,"Drama, Romance","Eight Israeli soldiers are sent on a mission to take control of an enemy missile base, but face a deadly counterattack.",0791140
Kaddish,NA,Drama,Based on a novel by Amos Oz..,9643286
Five Days in Sinai,NA,"Drama, Romance","Shalom, a young Israeli at the outset of his life, was born into a bourgeois family in Tel-Aviv. His parents wish he would go to college, but Shalom doesn't feel like studying. His father ...                See full summary »",0133838
Black Box,NA,Romance,Add a Plot,0110287
Shalom (Wayfarer's Prayer),NA,"Comedy, Drama, Romance",A lonely dancer has her life changed when she falls in love with a social activist.,0152387
"Ha-Tzel, Shel Hachiuch Shelchah",NA,Animation,Three parallel strories of immigrants in Tel Aviv during the Gulf War and about coming together while sealed in a room during the Scud attacks.,0162717
Spiral,NA,Comedy,A group of genetically modified crops battle against a field of wildflowers.,13694588
Yana's Friends,NA,Drama,"The rise of a four-headed girl-pop group and their adventures with a one-track-mind Casanova, who works as their composer and manager.",0162909
The Wild Bunch,NA,"Crime, Drama, Mystery",A once successful novelist tries to revive his fading career by launching a highly inventive scam. He recruits a reckless actress and trains her to assume the somber identity of a lit Masters student. Their lives will alter forever.,1021002
Pinups und ein heißer Typ,NA,Drama,"In a rain swept Tokyo, Eko complicates her life by publishing a 'Call For Dreams' ad in a newspaper. As strangers leave descriptions of dreams on her answering machine, a parallel police investigation of a murder in Tel Aviv unfolds.",0082908
The Monkey House,NA,Comedy,"Michael and Dana are a married couple, who live an inert life, typical for young people in the big city. An unexpected crisis shakes their world and forces them to make a reckoning of their relationship and life choices.",10629360
Call for Dreams,NA,Drama,Add a Plot,7520672
Tel Aviv,NA,"Drama, Music",Add a Plot,11234550
April Fool,NA,Drama,"Vered, an attractive blind singer, meets and is befriended by three students. The trio decides to save enough money for the surgery which may restore Vered's sight. After many attempts, two...                See full summary »",0126279
Belfer,NA,Drama,"Rita is a screenwriter challenged by writer's block. With the help of her friend, actor Gadi, she struggles with four different scripts about friendship, adultery, and unfulfilled desires. ...                See full summary »",0133407
West Side Girl,NA,Drama,"In a dystopian future, the Israeli army keeps the population in check because of water scarcity but Saul Jordan, an activist journalist, finds out that it is an invention and tries with the...                See full summary »",0151709
Rita Shem Zemani,NA,"Biography, History","A suicide bomber becomes dependent on the kindness of strangers when his explosives won't detonate, giving him time to meet some of the people he's targeting.",6790658
Millionaire in Trouble,NA,"Crime, Romance, Thriller","From Israel's most important filmaker, CARMEL is Amos Gitai's (KADOSH, KIPPUR) deeply personal and resonant meditation on Jewish and Israeli identity. Using both fiction and documentary ...                See full summary »",0077934
Ha-Derech L'Ein Harod,NA,Comedy,"This is a film about the lifes of a few people, living in south Tel-Aviv, and slightly connected to the life of crime. Each of'em has his dreams his complections, his.. beauty. So they form...                See full summary »",0100359
Sof Shavua B'Tel Aviv,NA,"Drama, Horror, Thriller",A comedy about a millionaire who pretends to be not a millionaire.,1043869
