Title,Year,Genre,Synopsis,IMDb id
My Lovely Sister,2011,Drama,Three filmmakers document the lives of Jews and Arabs in Jerusalem's Old City. Three days into filming Dani Dagan Israeli Journalist disappears and is never heard of since.,1980315
The Golgothan Terror Plot,2009,"Drama, Romance","Love story of a young couple, Amad and Isabella. Amad (25), a Palestinian from Nablus (a city under the control of the Palestinian Authority), and Isabella (25), a Brazilian illegal foreign...                See full summary »",1518303
Different Sky,2006,Crime,A Couple goes on a Romantic Vacation. On their way they pick up an old friend of the wife. The husband doesn't know about the history between the two but start to be suspicious. Slowly he ...                See full summary »,7217158
Karaoke with Frank S.,2013,Drama,Add a Plot,6059736
Women in the Other Room,1967,Thriller,"Jake and Rachel are young, beautiful and married. Rachel comes from a wealthy family and Jake has a promising athletic career. When Rachel becomes pregnant, her foster sister, Leah, comes ...                See full summary »",0062501
Bloodguilt,1997,Drama,"A successful lawyer (Ashkenazi), who has traumatic memories from his army service, is testifying against his best friend from his unit. His wife, a social-worker (Zorer), is trying to save a poor family named Siton (Garti and Adika). The couple's life collapses when the wife get raped by a gang (lead by Abutbul).",0166238
Wild Dogs,2007,"Drama, History, War","The testament of a former concentration camp prisoner confronts and turns the lives of two young people from different worlds around, shedding light on the tragic history of their family.",0791140
Kaddish,2019,"Action, Drama, War","Eight Israeli soldiers are sent on a mission to take control of an enemy missile base, but face a deadly counterattack.",9643286
Five Days in Sinai,1968,"Comedy, Drama, Romance",Three parallel strories of immigrants in Tel Aviv during the Gulf War and about coming together while sealed in a room during the Scud attacks.,0133838
Yana's Friends,1999,Drama,A group of genetically modified crops battle against a field of wildflowers.,0162909
The Wild Bunch,,Animation,"The movie Windows is constructed from a series of short stories about love. Different couples of around 50 years of age, a different couple each time, stand by a window in a room, ...                See full summary »",1021002
Windows,2014,Comedy,"The rise of a four-headed girl-pop group and their adventures with a one-track-mind Casanova, who works as their composer and manager.",3742588
Pinups und ein heißer Typ,1981,Drama,A once successful novelist tries to revive his fading career by launching a highly inventive scam. He recruits a reckless actress and trains her to assume the somber identity of a lit Masters student. Their lives will alter forever.,0082908
The Monkey House,,"Crime, Drama, Mystery","In a rain swept Tokyo, Eko complicates her life by publishing a 'Call For Dreams' ad in a newspaper. As strangers leave descriptions of dreams on her answering machine, a parallel police investigation of a murder in Tel Aviv unfolds.",10629360
Call for Dreams,2018,Comedy,Add a Plot,7520672
Tel Aviv,2021,Drama,Add a Plot,11234550
BaKavod Sheli,2004,Drama,"Michael and Dana are a married couple, who live an inert life, typical for young people in the big city. An unexpected crisis shakes their world and forces them to make a reckoning of their relationship and life choices.",8317822
Ha-Derech L'Ein Harod,1990,Drama,"In a dystopian future, the Israeli army keeps the population in check because of water scarcity but Saul Jordan, an activist journalist, finds out that it is an invention and tries with the...                See full summary »",0100359
Sof Shavua B'Tel Aviv,2008,Drama,"A suicide bomber becomes dependent on the kindness of strangers when his explosives won't detonate, giving him time to meet some of the people he's targeting.",1043869
Carmel,2009,"Biography, History","From Israel's most important filmaker, CARMEL is Amos Gitai's (KADOSH, KIPPUR) deeply personal and resonant meditation on Jewish and Israeli identity. Using both fiction and documentary ...                See full summary »",1399533
Besame Mucho,2000,"Crime, Romance, Thriller","This is a film about the lifes of a few people, living in south Tel-Aviv, and slightly connected to the life of crime. Each of'em has his dreams his complections, his.. beauty. So they form...                See full summary »",0257437
Nini,1962,"Drama, Romance",Add a Plot,0151763
Emunah,2021,Drama,"Faith only becomes an abomination when a man cannot think for himself. Yet, does a man who represents himself have a fool for a client?",19047998
The Father,1975,Drama,Add a Plot,0148324
Zrubavel,2008,Drama,Itzhak is an Ethiopian-Jewish boy who dreams of becoming the future Spike Lee of Israel. Generational clashes though incite a surprising chain of events.,1758849
Guttman X5,2015,Drama,Add a Plot,4634652
Town Down,2018,"Action, Comedy, Crime",Add a Plot,15331496
La piccola bibbia,1995,NA,Add a Plot,0267826
AirTime,2012,Drama,"A chapter in the life of two friends in Tel Aviv. This peeking into their homes begins when Shir, Noy's younger sister, comes to visit him from the Kibbutz, when he'd rather throw her onto ...                See full summary »",2218814
A Thousand and One Wives,1989,Drama,Add a Plot,0097269
In the 9th Month,2002,"Drama, Romance",Add a Plot,0311328
Bicycle,2001,NA,Add a Plot,0373722
Sparks Fly Upward,2015,"Drama, Mystery","In a remote, yet dazzling landscape, a temperamental hiker tormented by the past , has the perfect scheme set in place against his friend; until a mysterious stranger comes along with a plan of his own.",5243738
Tel Aviv-Berlin,1987,Drama,"The tranquility of a small Tel-Aviv family is shattered as Benjamin, a concentration camp survivor, is forced to choose between two figures from his past. A beautiful Berlin woman who ...                See full summary »",0145517
Israel Is Real,2007,Adventure,Add a Plot,8258878
The Onkelos Case,2018,"Action, Drama","Yu-Ya, a fighter in an elite unit, wants to marry. A problem arises in the rabbinate: his father is not registered on his identity card and therefore Yu-Ya cannot marry. With the help of ...                See full summary »",12892286
Welcoming Sabbath,2014,Drama,The head of the family's decision to go by foot to the grandfather's house on Friday night begins with a chain of events and revelations that will change the entire family forever.,2898912
The Prophet of Tishbe,,Adventure,"Elijah, a young prophet sets out to save his nation of ancient Israel from the grips of the evil queen Jezebel.",9141454
Delusions,2004,"Comedy, Horror","A soldier sets off for a week of patrolling with his unit. It is not long before strange and frightening things begin to happen to all the soldiers, and they start question whether they will come out of this experience alive.",0461929
Freak Out,2015,Drama,"When thirteen year old Aharon,is selected for the great honor of carrying the big Torah book around the neighborhood in 'Simchat Torah' celebrations, he feels life is finally about to ...                See full summary »",3846718
Encirclements,2014,"Drama, Thriller, War","Yair, a teenage runaway flees from the law into the contested Samaria region. There he bonds with a group of boys who live on a remote hill and become his ""family"" while at the same time drag him into a conflict with their Arab neighbors.",3824038
Burning Land,2022,"Drama, Music",Add a Plot,15202676
HaSipur Shelanu,2022,"Crime, Drama",Add a Plot,19363972
Tel Aviv Call Girls,1972,"Comedy, Drama","Two Israeli truck drivers give a ride to a nun and transport cloth from her convent, while hauling two tons of fish in a refrigerated truck over rough desert terrain.",0068754
Big Truck and Sister Clare,1974,Drama,"It all began on one night, when Lily arrived at her therapist's house asking for an emergency session. She wants to explain why she killed her family.",5198136
Family,2017,"Comedy, Drama, Romance","David is a garage electrician, who dreamt all of his life of becoming a magician, but had no luck in it. His girlfriend Batya wants an ordinary life, but David is still looking for his ...                See full summary »",6211060
Afula Express,1997,"Comedy, Drama","Tami is a dreamy girl who suffers from Schizophrenia. She passes from her real life into life in a film as an actress, and in the mean time the world around her changes.",0134028
A Promised Land,2009,"Drama, History","The eve of Independence Day. The police suspect Eli, a disabled army veteran, has hidden bombs around his house. His brother Arnon is brought to the scene to help and get him out of their ...                See full summary »",1622962
Dusk,2010,Drama,"Dusk presents several interlinked stories of Israeli reality, all occurring on the same day and all dealing with a crucial moment in the relationship between parents and children.",1467378
Avodah B'Eynaim,1988,Comedy,Add a Plot,0133388
Driks' Brother,1994,Drama,Add a Plot,0156491
The Seventh Coin,1993,Adventure,"In modern-day Jerusalem, an Arab boy and a beautiful American tourist are accidentally entrusted with a priceless coin from the age of King Herod. Soon the two are falling in love and ...                See full summary »",0105361
Laces,2018,Drama,"'Laces' tells the story of a complicated relationship between an aging father and his special-needs son, whom he abandoned while he was still a young boy. Reuben's (60) kidney's are failing...                See full summary »",8524318
Hello Goodbye,2008,Comedy,"When they move to Israel to explore their Jewish heritage and revive their flagging marriage, fiftysomething French emigres Alain and Gisele Gaash arrive in Tel Aviv to find their luggage ...                See full summary »",1160012
Rescue Bus 300,2018,Thriller,"Intense drama based on the 1984 hijacking of bus line 300, in which 41 passengers and a bus driver were attacked and held captive by terrorists in Israel.",8466044
Red Leaves,2014,Drama,"An Ethiopian immigrant, sets out on a journey through his children's homes after losing his wife. Coming to know some of life's harsh new realities, he tries to survive in his own way.",3748640
Delirium,2013,"Crime, Mystery, Thriller","An heir to a shipping fortune wakes up with amnesia. He discovers that his sister has been kidnapped, his father is unwilling to pay the ransom, and Interpol and the Russian mob after him.",2429276
Last Days in Jerusalem,2011,Drama,"About the emotional upheaval of a Palestinian couple's last moments before leaving voluntarily Jerusalem, their native city, to forge a brighter future in France.",2044013
Psi,(III,"Drama, Sci-Fi","Ever wondered what your life would be like if things had gone differently? If you had pursued your passion? If you hadn't met that person? Or what if, in fact, things could not possibly ...                See full summary »",7475332
Wisdom of the Pretzel,2002,"Comedy, Drama",Add a Plot,0342535
The Policeman,1971,Drama,"Azulai is a policeman in Jaffa, whose incompetence is only matched by his soft-heartedness. His superiors want to send him to early retirement, but he would like to stay on the force, and ...                See full summary »",0066374
Betrayal,2021,Drama,"In the virtual age, that of the Internet and of social networks, everything is possible, mixing good with evil. Being able to manage the complexity of long-term relationships with the ...                See full summary »",11233506
Fig Tree,2018,Drama,"16 year old Jewish Mina, is trying to navigate between a surreal routine dictated by the civil war in Ethiopia and her last days of youth with her Christian boyfriend Eli. When she ...                See full summary »",6381456
Naomi,2010,Musical,"Ilan Ben-Natan is a man on his sixties and a well-known professor of astrophysics at the University of Haifa. He is married with Naomi, a 28 years old, attractive book illustrator. Inclined...                See full summary »",1666165
"Tick, Tick... Boom!",2008,Drama,Add a Plot,7601668
Take the 'A' Train,2021,"Drama, Romance, War","Yishai visits his family in Israel and hopes to figure out his future. He becomes closer to his younger brother, Omer, a free spirit. Yishai finds comfort in the crazy and surprising ...                See full summary »",15280486
Eden,2001,"Comedy, Drama","Is the story of Samantha and Dov Ernst, American Zionists who emigrated to Palestine. Kalkofsky, a German Jew and bookseller, left behind his family in Europe. He accommodates Silvia, a young revolutionary against British rule.",0271017
Fucking Different XXY,2014,Comedy,"A collection of 6 short movies made to break stereotypical opinions, and celebrate differences as well as maybe even create a little stir. The producer has gathered film makers over a subject - Sexual confusion.",3482790
Children of the Fall,2016,Drama,"Noa (Achinoam Nini), a popular Israeli singer of Yemenite descent, prepares for a concert in Jerusalem. She is interrupted by an old Arab man who claims to have been a close friend her ...                See full summary »",4177080
The Golden Pomegranate,2010,Drama,"Now that Itzhak's father is in a coma, and dying, Itzhak is finally willing to visit him, thus breaking a ten-year silence. During his visits to the hospital, Itzhak, a beaten and reserved ...                See full summary »",1719671
Things Behind the Sun,2006,"Drama, Musical","The life of Moses as told through the Book of Exodus, the imagination of a dying boy, and the ballads of his father.",0833545
Ballads of the Exodus,2021,NA,Add a Plot,13224844
Two Peas in a Pod,,Drama,Add a Plot,13868890
Out of Evil,1950,"Drama, War","Gideon was wounded in battle near Jerusalem by an Arab sniper. He was saved by a woman, and then evacuated to recovery in the hospital. After recovering, he decides to return to his kibbutz...                See full summary »",0151548
Ceasefire,1950,Drama,Add a Plot,0146784
The Dinner,2020,Comedy,Add a Plot,10218878
Scratch,2007,Drama,Add a Plot,2239012
Another Shadow,1976,"Drama, Romance","A romantic triangle between three outsiders in Tel Aviv. With Dina Limon, Iyar Wolpe, Avigdor Weil. 'After working for several grueling years as a night guard in a high-rise in Tel Aviv, ...                See full summary »",1874415
And Then Something Happened,2013,"Drama, History",Based on the Yemenite Children Affair.,3139692
The Voice of Hope,1997,Drama,Eight young Israelis find themselves at a life's crossroads. Their common ground is being out of place in their surroundings and they all long for a sense of wholeness and integrity which ...                See full summary »,0143987
Mymym,2005,Drama,A strikingly intelligent and beautiful Jewish girl is plucked from obscurity and crowned queen of Persia.,0497641
The Orphan Queen,,Drama,"Chronicle of a Jewish family during and after the Shoah in Poland. Lives filled with suffering and cries. How to survive in a hostile country, where Jew's are tracked down, sold and murdered.",8163406
Goscinnosc Hospitality,,Drama,"Peter, freshly widowed at 60, is looking for a new relationship. His son, Rami, finds solace in smoking weed. Peter meets 50 year old Noga, who has a daughter named Nelly. We watch the relationships unfold between the four characters.",10009218
Odds or Evens,2012,"Drama, Horror, Thriller",Add a Plot,11300390
Six Million Pieces,2001,Drama,"Rachel Strode, a young immigrant with a dark secret in her past, comes to Israel in the Fall of 1973 to volunteer in a Kibbutz and then to convert to Judaism. Soon, she realizes that the ...                See full summary »",2210979
Ocean on Fire,2020,Drama,"Amy, a young woman, runs away from her past and takes a lucky ticket on the ship to America, looking for a fresh start and possibilities. Suddenly she finds herself in the epicenter of a virus pandemic, conspiracy and government espionage.",13045628
A Quiet Heart,2016,Musical,"In present day Jerusalem, a city increasingly dominated by religious fanaticism, Naomi, a secular young woman seeks refuge from the pressure of her life as a concert pianist. Overwhelmed by...                See full summary »",5907852
Kazablan,1973,Drama,An embittered gang leader seeks the respect of his neighbors and the love of a young woman.,0071715
Africa,2019,"Drama, History","Struggling with post-retirement life, 68-year-old Meir goes out on a personal journey to reconstruct his shaken sense of meaning and vitality, in this cinematic experience of an aging parent crafted by the hands of his loving son.",10883740
"Rabin, the Last Day",2015,"Biography, Drama, History","Itzhak Rabin's murder ended all efforts of peace, and with him the whole left wing of Israel died. The movie shows the last of his days as prime minister, and what led to his murder.",4935282
Victor Young Perez,2013,Drama,"Victor ""Young"" Perez , tells the astonishing, harrowing and incredible moving story of a Tunisian Jewish boxer, who became the World Flyweight Champion in 1931 and 1932. Perez started ...                See full summary »",2658428
Tehilim,2007,Drama,A family in Jerusalem is torn apart by the mysterious disappearance of their father after a tragic car accident.,0816672
One Day You'll Understand,2008,Drama,A man endeavors to collect memories of his grandparents who died in a concentration camp during the Holocaust.,1180346
Saturday of the Groom,1993,Drama,Add a Plot,0158185
The Soft German,2014,Comedy,"Depressive Johan turns 30 and wants to die. Instead, he is chosen out of his German university classmates to go to Israel on a student exchange program. Ruth, an Israeli music student, ...                See full summary »",3907264
Festival Shirei Yeladim,1980,"Family, Music",Add a Plot,0133762
Itach Lanetzach,1997,Drama,Add a Plot,0157839
Du-Krav,1993,NA,Add a Plot,0133724
Tikvah,2022,Drama,An excursion trip gone wrong once a group of friends get stuck on a mountain. Their historical pasts begin to unfold into unsettling situations once they open up to the village people.,19050418
Dangerous Acts,1998,"Drama, Thriller","On the day he is released from prison, Yisarael appears on the doorstep of the woman whose life he had changed. A weird relationship develops between the two.",0163595
Z'man Emet,1991,Drama,Add a Plot,0102763
Wild Urge,2023,Drama,"Based on true events. A successful lawyer suspected in drugging and raping a young woman is interrogated by a female investigator, who suffers from an eating disorder caused by past trauma.",16438602
NO-ONE,2018,"Drama, Thriller",The Soviet political collapse of 1991 is a background for dramatic events occurred with the characters in a Soviet government villa in the Crimea. The nightmare of their relationship reflects present and future nightmares of the country.,7374062
Jerusalemski sindrom,2004,"Adventure, Drama","Bozidar and Mary set out on the journey of love, but what happens along the way is quite different than what they anticipated. Will the powers of love truly conquer all?",0419858
Peaches and Cream,2019,"Comedy, Drama, Fantasy","An existential comedy about a neurotic film director whose fears of failure, death, and losing control all surface on the night his new film is released: a hysterical, unforgettable night--at least for him and his eccentric friends.",10608464
Zohar,1993,"Biography, Drama","Based on real life story of Israely oriental singer Zohar Argov, who grew up in a poor family, became rich & famous but the drugs brought him down.",0108660
Under Western Eyes,1996,"Action, Comedy, Drama","The winner of the 1995 Jerusalem Film Festival, this political thriller centers on a young hero who returns to Israel from Berlin to ostensibly attend the funeral of his father, a convicted...                See full summary »",0116857
The Hero,1970,"Drama, Sport",Eitan is yesterday's football star waiting for a tomorrow. He is a man who has nothing left but guts consulting the prospects of having to find a new profession and having to face a loving woman who doesn't understand his problems.,0068694
The End of Love,2019,"Drama, Romance","At first, they make love even if they are not in the same country. She's in Paris, he's in Tel Aviv. Time passes and over-communication kills their privacy. In the end, they fall in love for the first time.",10850214
Magic Men,2014,"Comedy, Drama","An elderly Greek man and his Hassidic rapper son embark on a journey with absurd encounters, which ultimately leads them to a final confrontation of father and son.",1651951
The Lover,1985,Drama,Gabriel makes arrangement with garage-owner Adam to pay for repairs to his grandmother's car by giving his depressed wife French lessons. But the relationship goes beyond that of teacher and pupil as a passionate love affair develops.,0089571
Distortion,2005,Drama,"Everyday life in Israel during the ""Intifada"": suicide-attacks, distresses, tensions. A director must present a new theater play but he just can't write a line. His partner, a documentary ...                See full summary »",0454440
Noble Savage,2018,Drama,"Almost everything in Eli's life, a 15 years old boy with an eating disorder, is on the brink of catastrophe. He lives in a seedy neighborhood with his mother Sima and her father Yefet, two ...                See full summary »",8665606
God of the Piano,2019,Drama,"For Anat, music is everything. Having never been able to reach her father's musical standards, she rests her hopes on the child she's about to have. When the baby is born deaf, Anat succumbs to extreme measures to keep the dream alive.",9647298
Dizengoff 99,1979,"Comedy, Drama, Romance","In the easy-going, sexually-liberated 1970's Tel Aviv, three young friends, struggling filmmaker Nati, his impressionable girlfriend Ossi and his geeky friend Mushon, move in together in a ...                See full summary »",0079060
Big Eyes,1974,"Comedy, Drama",Benny Furman is a basketball headcoach who can't decide what he realy wants.,0121237
Cupcakes,2013,"Comedy, Music","In Tel Aviv, six friends who are appalled by the Israeli entry in the UniverSong competition record their own song on a mobile phone, then are shocked to learn their recording is selected as Israel's entry for next year's competition.",1935742
The Male Gaze: Fleeting Glances,2022,Drama,Add a Plot,20848778
Otzarot HaYam HaAdom,2001,"Comedy, Romance",Add a Plot,15976766
Beautiful Troubles!,1976,Drama,Add a Plot,0074192
Delet Mul Delet,2008,Comedy,"A new immigrant, Tzelnik, arrives at the port of Jaffa. He goes to live in the Negev desert where he opens a kiosk in the middle of nowhere. Mizrachi comes along and opens a competing ...                See full summary »",7177344
Guavas,1964,"Comedy, Drama","Two Israeli car dealers, Shmuel and Siso, invest five thousand American dollars into a vintage 1985 Lincoln Continental Limousine that they plan to sell in Germany for fifty grand. But when...                See full summary »",12803934
Hole in the Moon,2004,Comedy,"A good-natured but incorrigible layabout becomes embroiled in a plot to rob the Israeli lottery, all the while indulging in his boundless zeal for mischief and romance.",0058206
Metallic Blues,1967,Drama,"Nika was kidnapped and sold into the global sex-trade. Ivan owes a large sum of money to Franco, a terrifying mob boss, who also happens to be the same man who sold Nika into slavery.",0402374
Ervinka,2010,Drama,A rabbi's son rebels against his roots and becomes a magician. A woman enters his life and turns his tricks into metaphysical phenomena. The son is forced to choose between love and living up to his father's expectations.,0133748
Nika,1990,"Comedy, Drama, Musical",Add a Plot,1728242
The Appointed,2003,"Drama, Musical","The Book of Revelation told through the dream of an eleven year-old boy, the ballads of his father, and the memories of John the beloved apostle.",0137806
To Be a Star,2020,"Drama, Family",TRANSIT explores the intersecting stories of Filipinos in Tel Aviv when the threat of a law deporting the children of migrant workers looms their precarious lives.,0374001
Ballads of the Revelation,2013,Comedy,A comedy about three military band reservists who wake to discover that the Israeli army has withdrawn from Lebanon and left them behind.,12690818
Transit,2016,Comedy,"Four best friends from high school, meet 20 years later. Morad, a powerful union leader at the Ashdod Port, divorced with a broken heart. Yaki, brown as chocolate and sweet as marmalade. ...                See full synopsis »",3031000
The Last Band in Lebanon,2019,"Drama, Sci-Fi","In the year 1985, a delegate from the remote future arrives from the year 3005. His mission; convince world leaders to allow World War III to happen, which he guarantees will make for a ...                See full summary »",5564142
All In,1981,"Action, Crime, Drama","A new age of terrorism is taking place in the United States. FBI Director, Frank Fitzgerald, is helping an Iranian terrorist group frame innocent American citizens rendering them guilty for...                See full summary »",8555506
A Message from the Future,2012,Drama,"Assi, a screenwriter and poet, is stuck in his personal life. He is full of doubt, disturbing thoughts, and existential restlessness. He is sentenced to community service due to a ...                See full summary »",0152394
The Rule of Law,2017,"Horror, Thriller","In a Dystopian Israel of the near future, a young man brutally rapes young women in the streets, videotapes the deeds and uploads the recordings to the Darknet. After encountering a past ...                See full summary »",1756823
Doubtful,2021,Drama,A wily widower that deals in used furniture fights progress (and city hall).,7087940
ForgotteNation,1970,Drama,Two women meet by chance and discover they were both raped by rapist. Individually and together they must confront the past and finally integrate the long repressed trauma into their lives.,16263830
Lupo!,2011,Drama,"Rose, Flora and Yasmin were born as a triplet sixty something years ago in Alexandria, Egypt. Their well-off parents gave them names of flowers, and King Farouk of Egypt gave them his ...                See full summary »",0066023
Invisible,2006,"Comedy, Drama, Romance","In a city where everything is possible, a guy and a girl are looking for the impossible - a parking place. the story of an hour and a half of two strangers who met in a bar and want to ...                See full summary »",1893261
Three Mothers,2011,"Comedy, Romance","A German girl travels to Israel to help people with disabilities, where she learns a lot about the role of her grandparents in WWII and meets a man who wants to move to Berlin.",0833546
2 Night,2013,Drama,"The world of Hanna Mendelssohn, an 80 year old widow, disintegrates as the Kibbutz which she helped to found undergoes privatization.",1685486
Hanna's Journey,2011,Biography,"Lt. Col. Jonathan Netanyahu was the commander of Israel's famous General Staff Reconnaissance Unit. Jonathan, known to family and friends as Yoni, was killed in action during the famous ...                See full summary »",2429414
Beautiful Valley,2002,"Action, Drama","A conspiracy thriller, based (mostly) on a true story. The story of reserve soldiers, who volunteered to take part in an anthrax vaccine experiment during their military service. 7 years ...                See full summary »",1484074
Yoni,2017,"Comedy, Drama",During his journey to Jerusalem young James learns the meaning of being Israeli.,0469863
Anthrax,2003,"Action, Crime, Thriller","This action thriller follows a young, successful lawyer, that in a course of a one day has to commit the perfect crime in order to save her family from a psychotic loan-shark",8717236
James' Journey to Jerusalem,2014,Drama,"Explores the relationship between an eleven-year-old girl and her ailing mother, who is losing a grasp of reality in the surrounding environment of insensitivity and cruelty.",0305178
Suicide,1980,"Adventure, Drama, Fantasy","Galis - The Journey to Astra is a high-quality adventure film for children. The movie operates on two levels - as a suspenseful, entertaining fairytale, and as a coming-of-age story. ...                See full summary »",3714804
A Thin Line,2014,Drama,"The 1960's, a Sephardic old neighborhood in Jerusalem. Micha, 6, timid and silent tells the story of his broken family. Sami, the father, a reckless ""easy go lucky"" womanizer spends his ...                See full summary »",0081621
Galis: The Journey to Astra,2011,Comedy,"A minor politician, suffering with a temporary sexual disorder that is soon to be written about in the local press, is sent anonymously to Eilat for rest and pleasantries. His wife, ...                See full summary »",4901934
Obsession,1981,Drama,Add a Plot,1969118
Am Yisrael Hai,1961,Drama,"Anne, a Parisian, visits her friend Yola in Tel Aviv, where Yola lives with her husband Avi and their son. There's tension in the air and the attraction between the two women is palpable. ...                See full summary »",0087636
They Were Ten,1979,"Comedy, Drama","This is the story of an Israeli man, Jack, whose wife has been killed in a suicide bombing, leaving him in charge of two young daughters. Jack, on the verge of suicide, decides they need a ...                See full summary »",0136991
Moments,2012,"Comedy, Drama","After being called for his mandatory yearly Israeli army reserve duty, Arik Schwartzman finds himself looking for a uniform wearing serial rapist. He is aided by Natalie, a young female soldier who looks for her lost father.",0079787
The Sumo Wrestler,1990,"Action, Adventure, Crime","Lethal virus transmitted by SMS predominant 'Pathogen' software company workers, specializing in Anti-Virus for humans.",2392770
The Day We Met,2014,"Crime, Drama, Thriller",Two Maroccon organized crime families suffer the tragedies of their respective lives.,0147082
AntiVirus,2010,Drama,"A young boy with growth disorders lives through his daily life's tragedies and comedies, while struggling to come to terms with his own personal problems.",3212774
Honor,2010,Family,"A cinematic rendition of the children's book, ""Hanna's Sabbath Dress"", by Isaac Damiel (Scwiger) - an 80-year-old Israeli classic, a magical Jewish fairy-tale that transcends generations. ...                See full summary »",0887751
Intimate Grammar,2021,Drama,Five soldiers must decide which of them will assume responsibility for a woman's pregnancy.,1676680
Hanna's shabbath dress,1978,"Drama, Romance",Emigration to Israel challenges Sasha's Jewish identity. Will love help him to go over this crisis?,13086146
Little Man,2005,"Comedy, Drama",Daliah sneaks into a cargo ship bound to Israel. The sailors will do anything to hide from the though captain her and catch her attention.,0152430
A Green Chariot,1984,Drama,He's a native Israeli. She's a Russian immigrant. He's a taxi driver. She's a music teacher. He has no aspirations. She gave up hers long ago. He is afraid of flying and she is about to fly away. What are the odds they'll end up together?,2151741
Atalia,1964,Drama,Add a Plot,0143119
Dalia and the Sailors,2009,Drama,"On April 9, 1948, a Jewish militia entered the Palestinian village of Deir Yassin and killed over 100 villagers. Soon after, a mental hospital was built on the ruins. The first patients to ...                See full summary »",0057992
Five Hours from Paris,2012,Drama,"Atalia is a 40-year-old widow who lost her husband in the Six-Day War and lives on a kibbutz with her adolescent daughter. Lonely and feeling outcast, she enters into a forbidden affair ...                See full summary »",1345469
Thin Ice,2006,Drama,"During the Second Lebanon War, Motti and Keren, a young orthodox couple from the North of Israel, looks for a place to stay to escape the bombings and stress of their hometown near the ...                See full summary »",7803976
Forgiveness,2013,Drama,"Victoria, a transgender woman, embarks on a journey in search of release from the burden of the body and its limitations.",0486580
Zion and His Brother,2020,NA,One man goes on a quest scanning the globe searching for evidence and meaning after aliens abduct him one night from his bed.,1191140
Haven,2005,Drama,"Zion, aged 14 and his brother Meir, 17, are facing a crisis in their relationship after a terrible accident. They keep the secret to themselves and it haunts them until, finally, Zion ...                See full summary »",3165442
Third Body,2011,Drama,"Three scenes in Udi's life, from his childhood to adolescence, all of which related to death.",11502882
Parano,2009,Drama,"In a small town in the North of Israel, three teenagers deal with violence at home and at school. Valley is a story of friendship, love and hate, where the desire to die, to kill and to live will seal the fate of the three heroes.",0180409
A Moment of Youth,2008,Drama,Add a Plot,1926214
It All Begins at Sea,2014,"Drama, War","An Israeli soldier is taken hostage by a small PLO squad in lebanon. The soldier planned to go on vacation and to fly to the world final soccer cup (mondial), he and his capturers share the...                See full summary »",1284990
Valley,2022,"Adventure, Biography, Comedy",A moment of youth is a short film compilation that showcases nine up-and-coming directors from seven countries in five continents.,3824030
Liczba doskonala,1991,Drama,"A confrontation between two enemies. One is a young, captured Israeli agent and the other an older Arab inspector who tries to get the agent talk by making him regain his desire to live.",16023794
Cup Final,1969,Drama,Captain Ben Jacobson and his platoon are behind enemy lines to install secret military equipment.,0101959
Death of a Jew,1989,"Comedy, Drama, Musical","Reb Kalman, the matchmaker comes home on Shabbat to find out that Reb Pinchas has been there. He learns that RebPinchas wants him to find a husband from a good family for his daughter ...                See full summary »",0066321
Point of View,1966,"Comedy, Sci-Fi",Add a Plot,0100382
Two Kuni Lemel,2014,Drama,Based on a novel by David Grossman.,0138101
Endtime,2016,Drama,Between the years 1950-51 close to 130 thousand Jews left Iraq. The most ancient community in the world ceased to exist.,2461182
Galis: Connect,1986,"Drama, Mystery, Thriller",A lonely young woman survives a suicide bombing and assumes the identity of one of its victims. As she moves into his apartment her grip on reality starts to crack.,11802574
The Smile of the Lamb,2013,"Drama, Sci-Fi",Tomorrow will be the last day of your life. Where will YOU be when it all ends?,0091210
The Dove Flyer,2005,Drama,"Not everyone is born to be a soldier. Not even in Israel, where universal conscription is the tradition. This movie is about a Sad Sack in the Israeli army, incompetent to complete training and yet incompetent to extricate himself.",2890140
Yamim Kfuim,1973,Comedy,Add a Plot,0756359
They Call Me Shmil,1977,"Comedy, Drama","FIVE PROFESSIONS, FIVE WOMEN. A feature film comprising five short stories, written and directed by five women directors. The titles of each episode are the professions of the main ...                See full summary »",0062359
Paratroopers,1982,Drama,"Daniel, a young and arrogant Londoner, is bored to death in his life. His jewish grandmother asks him to go through Europe in order to find his grandfather's grave. Not only will Daniel ...                See full summary »",0076525
Mr. Leon,2016,"Action, Comedy",A scrappy little guy and his friend are tossed off the kibbutz and find themselves among the dazzling glitter of Tel Aviv.,0133339
Heroine,2004,Comedy,"Sason buys a restaurant, but the owner of a competing business steals his clients. To attract clients, Sason spreads a rumor that his wife is an available widower.",5921576
Shem,1988,Comedy,"A woman goes streaking in a race track, a senior citizens' seminar features a pre-sex demonstration, public toilets' walls fall apart, and other candid camera pranks take place in South Africa.",0406214
Lend Me Your Wife,1989,Comedy,"What will Riki do after Asher, her fiancé, tells her that he got second thoughts regarding their wedding?",0147586
You're Famous,2005,Drama,A beautiful deaf-mute is courted by both her riding instructor and personal guardian in this hot-and-heavy romance story.,1298712
Riki Riki,1982,Comedy,"Oded wants to look cool in front of his boss, so he lies about knowing a secret beach in Sinai peninsula. Moti, the crazy CEO, decides to take Oded, and two other employees, to the terror-stricken peninsula.",0446453
