Title,Year,Genre,Synopsis,IMDb id
Family Secrets,1998,Drama,"Based on Yehudit Katzir's novel Schalffstunde, the film presents the unusual love story between a 15 year old girl and her 15 year old cousin who lives in the United States. The two met ...                See full summary »",0163262
Magic Samson,1988,"Comedy, Drama, Sport","Shimshon is the divorced father of 10-year-old Roni, and the worst player on his pro basketball team. In response to his ex-wife's taunts, he finds within himself the ability to achieve the impossible - both on and off the court.",0151531
The Glow,2001,Drama,NA,0293720
Present Continuous,2012,"Drama, War","An Israeli mother desperate to defend her family during the Second Intifada, Locks them in the house for one long weekend.",2382050
True Fighter,2019,Drama,"Daniel, a seventeen-year-old teenager, whose dream is to be in the elite commando force of the Israeli navy. After medical tests, Daniel discovers he has a rare ophthalmological disease that will soon break out in his eyes.",11429932
White Chocolate,(I,"Adventure, Comedy, Drama","Three friends and couples, mainly Diego, David and Jonathan who will meet with Deborah, Amanda and Angela in their twenties and thirties, want to be filmmakers but are facing with the ...                See full summary »",1344335
Only Today,1976,Comedy,Sasson works as a greengrocer in the market. He is well known to all around. He has a fair with a healthy lady. One day he is falling in love with a young student who's friend cheating on her.,0144567
Between the Pieces of Life,2019,Drama,"Based on a true story from the director (Naomi Haklai Shachar), ""Between the Pieces of Life"" follows Emuna (Adi Ben Ezra) who lived on the street for several years after escaping her home, ...                See full summary »",20517530
A Quiet Heart,2016,Musical,"In present day Jerusalem, a city increasingly dominated by religious fanaticism, Naomi, a secular young woman seeks refuge from the pressure of her life as a concert pianist. Overwhelmed by...                See full summary »",5907852
Kazablan,1973,Drama,An embittered gang leader seeks the respect of his neighbors and the love of a young woman.,0071715
Africa,2019,"Drama, History","Struggling with post-retirement life, 68-year-old Meir goes out on a personal journey to reconstruct his shaken sense of meaning and vitality, in this cinematic experience of an aging parent crafted by the hands of his loving son.",10883740
"Rabin, the Last Day",2015,"Biography, Drama, History","Itzhak Rabin's murder ended all efforts of peace, and with him the whole left wing of Israel died. The movie shows the last of his days as prime minister, and what led to his murder.",4935282
Victor Young Perez,2013,Drama,"Victor ""Young"" Perez , tells the astonishing, harrowing and incredible moving story of a Tunisian Jewish boxer, who became the World Flyweight Champion in 1931 and 1932. Perez started ...                See full summary »",2658428
Tehilim,2007,Drama,"King Saul of Israel is jealous of the fame and adoration of David, who long ago slew Goliath and brought victory to Saul's armies. Now Saul, egged on by his Edomite counselor Doeg, attempts...                See full summary »",0816672
A Story of David: The Hunted,1960,Comedy,"The movie tells the story of Imri, who at 19 goes to live in Tel- Aviv, but dreams of moving to Japan. Through his relationships and encounters and in diverse cinematic tools, we are ...                See full summary »",0054342
Japan Japan,2007,"Comedy, Drama, Romance",Gote and Eli are two aging friends who don't want to age. Gote is a lifeguard who's fighting peepers on the Tel-Aviv beach. Eli is a guitar player who dreams of building a night club in Altman's restaurant.,1090327
Metzitzim,1972,"Drama, Romance","Residents of a retirement home build a machine for self-euthanasia in order to help their terminally ill friend, though they are faced with a series of dilemmas when rumors of the machine begin to spread.",0068941
The Farewell Party,2014,Comedy,"Three unmarried aristocratic Christian sisters from Ramallah have shut themselves in their villa clinging desperately to their former glory, until their orphan niece, Badia, walks into their life and turns their world upside down",3163304
Villa Touma,2014,"Comedy, Drama","It's summertime and Johnny hits upon the idea of restoring a disused old bar with his old friends Benny and Bobby. Raising the capital however is a problem, but luckily the landlord's geeky...                See full synopsis »",3837950
Summertime Blues,1988,"Action, Drama, Romance","A slice of life - day after day - in Haifa, where Moshe and Didi's marriage is on the rocks, affairs are casual, and Moshe's angst about health, his parents, sex, communication, and ...                See full summary »",0096190
Yom Yom,1998,Drama,"Jacek, who is Jewish, miraculously manages to survive World War II in Nazi-occupied Poland. As a subplot to Jacek's story, which also involves a love affair with Haling ( Kyra Sedgwick ) ...                See full summary »",0162050
War and Love,1985,"Drama, Thriller","Autumn 1947: Elisha, a young Jew, learns that he has been chosen to kill the hostage John Dawson, a captain in the British Army occupying Palestine. Will Elisha, himself a survivor of the holocaust, be able to commit this irrevocable act?",0090291
Dawn,2014,Drama,"The year is 1965. Rachel Brener is one of 3 young Mossad agents team who caught ""The Surgeon of Birkenau"" - a Nazi monster who was never brought to trial in Israel. The official reason was ...                See full summary »",2316567
The Debt,2007,Comedy,NA,0990427
Children of the Steps,1984,Drama,NA,0147732
Wanted: Four Legged Husband,1993,Fantasy,An allegorical drama about a woman who wakes up on the morning of the last day of her life and her family are able to accept it.,0107542
Consolation,2010,Drama,NA,1693784
The Immigrant,1991,"Drama, Romance","Oded, a renowned professor and scientific researcher, is on his way to receiveing a prestigious award, accompanied by his wife Merav. A call comes in from the police, asking him to stop by ...                See full summary »",2831500
Fractures,2018,"Crime, Drama, Thriller","Six days in the lives of an Israeli living in a kibbutz and a Palestinian living in Paris, which starts with an accidental meeting in the Berlin Subway during the World cup finals, will change them completely.",7637180
Strangers,2007,Thriller,"Stelios Dimitrakopoulos realizes that his life is falling apart. He has 32 hours to reevaluate his choices, protect his business and the future of his family, face his enemies at once, or 32 hours to literally blow everything up.",1064215
Tetarti 04:45,2015,Drama,Checkout shows a desperate Mossad spy who's forced to retire yet goes rogue so he can catch a legendary terrorist.,3737988
Checkout,2021,Drama,This is the story of a small band of Jews who traveled on foot from Yemen to Israel in 1926. Naomi (Shoshana Damari) is a Jewish woman who was orphaned as a child and works as an ...                See full summary »,10629014
Without Home,1956,"Drama, Romance",NA,0133390
A Day Full of Grace,,"Drama, Fantasy, Music",NA,6333014
Too Late,2019,Drama,NA,11229516
Scoring Mental,2013,Drama,NA,2791412
Ubiystvo po neostorozhnosti,2013,"Comedy, Romance","Cheli, 27, is raising her mentally challenged 24yo sister, Gaby, alone. When the social worker finds out that Cheli leaves Gaby alone in the house while Cheli is at work, Cheli is compelled...                See full summary »",3142900
